ID (do not edit),Content type,Element type,Source language (EN),Target language (IT)
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Balcony view from Fairmont Résidence Monaco overlooking coastline and harbour,Balkonblick vom Fairmont Résidence Monaco mit Blick auf Küste und Hafen
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Monte-Carlo,Monte-Carlo
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Facade of Fairmont Résidence Monaco with apartments above hotel and sea view,Fassade der Fairmont Résidence Monaco mit Apartments über dem Hotel und Meerblick
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">7.600 € – 17.600 €</p>","<p class=""font_8"">7.600 € – 17.600 €</p>"
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Private collection of serviced suites,Private Sammlung von Suiten mit Hotelservice
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Hotel-Level Refinement, in the World’s Most Glamorous Setting",Eleganz auf Hotelniveau in der glamourösesten Umgebung der Welt
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">2 - 4</p>","<p class=""font_8"">2 - 4</p>"
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Eden Tower is a well-maintained residence with panoramic sea views and strong connectivity to central Monaco and Larvotto.,Eden Tower ist eine gepflegte Residenz mit Panoramablick auf das Meer und guter Anbindung an das Zentrum von Monaco und Larvotto.
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Resident-only underground parking,Tiefgarage nur für Bewohner
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,2 to 4 bedrooms; modern layouts; balconies,2 bis 4 Schlafzimmer; moderne Layouts; Balkone
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Eden Tower is a well-maintained residence offering panoramic views and great connectivity to central Monaco.,Eden Tower ist eine gepflegte Residenz mit Panoramablick und hervorragender Anbindung an das Zentrum von Monaco.
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Perfect for residents valuing space, convenience, and classic Monaco living.","Perfekt für Bewohner, die Wert auf Platz, Komfort und klassisches Wohnen in Monaco legen."
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Eden Tower Monaco high-rise building with curved terraces and panoramic sea views,Hochhaus Eden Tower Monaco mit geschwungenen Terrassen und Panoramablick auf das Meer
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,1960s vertical design updated for modern residential needs,"Vertikales Design aus den 1960er Jahren, aktualisiert für moderne Wohnbedürfnisse"
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Lift, concierge, shared storage areas","Aufzug, Concierge, gemeinsame Lagerbereiche"
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Units feature modernized kitchens, light-filled living areas, and long terraces with open vistas.","Die Einheiten verfügen über modernisierte Küchen, lichtdurchflutete Wohnbereiche und lange Terrassen mit freiem Ausblick."
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Eden Tower,Eden-Turm
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">1.750.000 € – 4.950.000 €</p>","<p class=""font_8"">1.750.000 € – 4.950.000 €</p>"
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,90 m² to 300 m²,90 m² bis 300 m²
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,View from Eden Tower Monaco over Larvotto beach and surrounding coastline,Blick vom Eden Tower Monaco über den Strand von Larvotto und die umliegende Küste
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Jardin Exotique,Jardin Exotique
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Eden Tower Monaco with sleek design and sea-facing balconies,Eden Tower Monaco mit elegantem Design und Balkonen mit Meerblick
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">3.900 € – 8.900 €</p>","<p class=""font_8"">3.900 € – 8.900 €</p>"
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Approx. 60 units,Ca. 60 Einheiten
"{""contentId"":""ed3be6ea-cc8b-44a2-b842-b5b1c7f690e5"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Classic Monaco Tower with Sea Views,Klassischer Monaco-Turm mit Meerblick
"{""contentId"":""eb67538a-d794-4e52-8ff3-9a442384d4a9"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_7"">properties for <span style=""font-weight:bold"">sale</span> in</p>","<p class=""font_7"">Eigenschaften für <span style=""font-weight:bold"">Verkauf</span> In</p>"
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 47""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 47,Punkt 47
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 19""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 19,Punkt 19
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 65""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 65,Punkt 65
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 38""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 38,Punkt 38
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 33""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 33,Punkt 33
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 35""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 35,Punkt 35
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 20""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 20,Punkt 20
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 64""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 64,Punkt 64
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 36""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 36,Punkt 36
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 8""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 8,Punkt 8
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 28""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 28,Punkt 28
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 12""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 12,Punkt 12
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 23""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 23,Punkt 23
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 27""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 27,Punkt 27
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 66""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 66,Punkt 66
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 44""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 44,Punkt 44
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""2""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,2,2
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 31""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 31,Punkt 31
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 55""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 55,Punkt 55
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 63""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 63,Punkt 63
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 43""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 43,Punkt 43
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""5""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,5,5
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""6""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,6,6
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 39""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 39,Punkt 39
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 21""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 21,Punkt 21
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 41""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 41,Punkt 41
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 58""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 58,Punkt 58
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 2""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 2,Punkt 2
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 50""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 50,Punkt 50
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 26""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 26,Punkt 26
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 25""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 25,Punkt 25
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 7""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 7,Punkt 7
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 37""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 37,Punkt 37
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 4""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 4,Punkt 4
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.label"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,All Properties,Alle Eigenschaften
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 34""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 34,Punkt 34
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 14""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 14,Punkt 14
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Kopie von 6""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Kopie von 6,Kopie von 6
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""1""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,1,1
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 5""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 5,Punkt 5
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 61""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 61,Punkt 61
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 6""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 6,Punkt 6
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""3""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,3,3
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 49""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 49,Punkt 49
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.placeholder.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,,
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 29""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 29,Punkt 29
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 22""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 22,Punkt 22
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 56""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 56,Punkt 56
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 51""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 51,Punkt 51
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 52""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 52,Punkt 52
"{""contentId"":""ffa39c35-b32f-40cd-be15-f02333e0cd91"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 59""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 59,Punkt 59
